article_id,cluster_id,span_id,span,text,label
54,138,1179,"[313, 315]",Skytrax,1
54,138,1180,"[341, 343]",Skytrax,1
54,138,1181,"[391, 395]",Skytrax ' s,0
922,3993,1182,"[436, 436]",everyone,0
922,3993,1183,"[443, 443]",they,0
561,2271,1184,"[159, 162]",Covid - 19,1
561,2271,1185,"[226, 229]",Covid - 19,1
561,2271,1186,"[239, 242]",Covid - 19,1
182,678,1187,"[341, 348]",more opportunities as global capital flows into Asia,1
182,678,1188,"[381, 382]",these opportunities,0
338,1451,1189,"[10, 10]",Guinea,1
338,1451,1190,"[82, 84]",Guinea ' s,0
338,1451,1191,"[97, 98]",the country,0
338,1451,1192,"[156, 158]",Guinea ' s,0
338,1451,1193,"[242, 244]",Guinea ' s,0
338,1451,1194,"[285, 287]",Guinea ' s,0
80,245,1195,"[1, 12]",MOSCOW ( REUTERS ) -,0
80,245,1196,"[47, 47]",Moscow,1
811,3385,1197,"[82, 83]",the Olympics,1
811,3385,1198,"[87, 95]","The games , which take place every four years",0
811,3385,1199,"[121, 122]",the Olympics,1
811,3385,1200,"[124, 125]",The event,0
811,3385,1201,"[127, 127]",itself,0
811,3385,1202,"[266, 267]",the Olympics,1
811,3385,1203,"[308, 309]",the games,0
1065,4690,1204,"[231, 235]",a semi - detached house,1
1065,4690,1205,"[283, 284]",the house,0
970,4166,1206,"[16, 16]",died,0
970,4166,1207,"[33, 42]",the seventh death from the coronavirus this month,0
982,4224,1208,"[152, 153]",some children,0
982,4224,1209,"[162, 162]",their,0
1,17,1210,"[37, 44]",Prime Minister Muhyiddin Yassin,1
1,17,1211,"[51, 52]",the Premier,0
1,17,1212,"[80, 85]",Tan Sri Muhyiddin,0
1,17,1213,"[89, 89]",his,0
1,17,1214,"[105, 105]",he,0
315,1366,1215,"[5, 9]",2021 / 2022,1
315,1366,1216,"[14, 18]",2021 / 2022,1
120,409,1217,"[255, 256]",the population,0
120,409,1218,"[280, 281]",the population,0
227,856,1219,"[21, 31]",the livelihoods ' of tens of thousands of villagers,0
227,856,1220,"[188, 215]","the livelihoods of indigenous and ethnic minority communities who previously lived communally and mostly self - sufficiently from fishing , forest - gathering and agriculture",0
805,3352,1221,"[38, 41]",former President Donald Trump,1
805,3352,1222,"[66, 68]",Trump ’ s,0
805,3352,1223,"[82, 84]",the current president,0
805,3352,1224,"[98, 98]",Trump,0
805,3352,1225,"[130, 130]",Trump,0
805,3352,1226,"[182, 182]",his,0
983,4239,1227,"[34, 41]",the Ministry of Health ( MOH ),1
983,4239,1228,"[155, 156]",MOH,0
831,3453,1229,"[99, 100]",the king,0
831,3453,1230,"[166, 168]",only the king,0
831,3453,1231,"[188, 188]",he,0
831,3453,1232,"[244, 245]",the king,0
831,3453,1233,"[455, 457]",the Agong,1
831,3453,1234,"[460, 460]",he,0
609,2496,1235,"[221, 238]",The portion of the SportSG advisory that NUSS said it was complying with,0
609,2496,1236,"[393, 398]",the cited portion of the advisory,0
511,2166,1237,"[275, 275]",We,0
511,2166,1238,"[292, 292]",we,0
118,375,1239,"[10, 12]",their first child,0
118,375,1240,"[23, 25]",the baby girl,0
118,375,1241,"[35, 36]",Diane Liu,1
118,375,1242,"[68, 69]",baby Diane,0
118,375,1243,"[117, 119]",her first child,0
118,375,1244,"[169, 169]",it,0
118,375,1245,"[201, 201]",baby,0
118,375,1246,"[243, 244]",their daughter,0
118,375,1247,"[279, 279]",Diane,0
118,375,1248,"[294, 294]",she,0
118,375,1249,"[323, 323]",Diane,0
118,375,1250,"[327, 327]",her,0
118,375,1251,"[332, 332]",her,0
1223,5486,1252,"[137, 138]",the globe,0
1223,5486,1253,"[457, 458]",the globe,0
628,2560,1254,"[69, 71]",the United States,1
628,2560,1255,"[76, 76]",its,0
628,2560,1256,"[98, 106]",the world ' s pre - eminent superpower,0
628,2560,1257,"[292, 294]",the United States,1
609,2488,1258,"[18, 18]",said,0
609,2488,1259,"[47, 48]",Its statement,0
737,3053,1260,"[69, 70]",Olivia Ho,1
737,3053,1261,"[261, 262]",Olivia Ho,1
737,3053,1262,"[324, 326]",Olivia ' s,0
837,3485,1263,"[7, 12]",The Netflix documentary Seaspiracy,1
837,3485,1264,"[28, 28]",it,0
837,3485,1265,"[33, 33]",its,0
837,3485,1266,"[46, 47]",the film,0
1059,4656,1267,"[9, 9]",Afghanistan,1
1059,4656,1268,"[21, 21]",Afghanistan,1
1059,4656,1269,"[53, 53]",Afghanistan,1
1102,4870,1270,"[38, 47]",the Indonesian submarine KRI Nanggala 402,1
1102,4870,1271,"[104, 105]",the submarine,0
1102,4870,1272,"[116, 116]",Its,0
1102,4870,1273,"[127, 128]",the submarine,0
704,2833,1274,"[65, 72]",Prime Minister Jacinda Ardern,1
704,2833,1275,"[81, 84]",Ms Ardern,0
704,2833,1276,"[232, 235]",Ms Ardern,0
704,2833,1277,"[255, 258]",Ms Ardern,0
704,2833,1278,"[294, 294]",She,0
704,2833,1279,"[384, 384]",She,0
704,2833,1280,"[440, 443]",Ms Ardern,0
696,2799,1281,"[199, 200]",western Japan,1
696,2799,1282,"[392, 393]",western Japan,1
491,2084,1283,"[16, 24]",the # MeToo movement in Chinese entertainment,0
491,2084,1284,"[190, 200]",China ' s burgeoning # MeToo movement,0
491,2084,1285,"[280, 287]",China ' s # MeToo movement,1
950,4070,1286,"[13, 16]",a composer from India,1
950,4070,1287,"[35, 35]",His,0
950,4070,1288,"[38, 38]",he,0
331,1420,1289,"[20, 20]",Sydney,1
331,1420,1290,"[295, 295]",Sydney,1
1285,5684,1291,"[4, 7]",Daniele De Rossi,1
1285,5684,1292,"[11, 11]",he,0
1285,5684,1293,"[20, 20]",his,0
1285,5684,1294,"[27, 27]",his,0
1285,5684,1295,"[31, 45]","The former AS Roma and Italy midfielder , who retired from playing last year ,",0
1285,5684,1296,"[76, 76]",I,0
1285,5684,1297,"[84, 84]",I,0
1285,5684,1298,"[98, 98]",I,0
1285,5684,1299,"[105, 105]",I,0
1285,5684,1300,"[113, 114]",De Rossi,0
1285,5684,1301,"[136, 136]",I,0
1285,5684,1302,"[154, 154]",I,0
1285,5684,1303,"[190, 191]",De Rossi,0
1285,5684,1304,"[199, 199]",his,0
1285,5684,1305,"[205, 205]",he,0
1285,5684,1306,"[207, 207]",his,0
1285,5684,1307,"[224, 224]",his,0
1285,5684,1308,"[232, 232]",I,0
1285,5684,1309,"[244, 244]",he,0
1153,5122,1310,"[38, 39]",his parents,0
1153,5122,1311,"[90, 91]",his parents,0
1153,5122,1312,"[95, 95]",their,0
1153,5122,1313,"[105, 114]","Eric , 32 , and Wei Shi , 31 ,",1
1153,5122,1314,"[130, 130]",They,0
1153,5122,1315,"[144, 144]",They,0
1153,5122,1316,"[157, 157]",they,0
1153,5122,1317,"[174, 174]",they,0
1153,5122,1318,"[190, 192]",both of them,0
1153,5122,1319,"[192, 192]",them,0
916,3939,1320,"[210, 210]",my,0
916,3939,1321,"[213, 213]",I,0
536,2235,1322,"[66, 73]","My first plant , a Chinese Evergreen",1
536,2235,1323,"[96, 96]",it,0
749,3096,1324,"[13, 16]",The Tokyo Paralympic Games,1
749,3096,1325,"[99, 99]",Games,0
749,3096,1326,"[168, 170]",The Paralympic competitions,0
1120,4946,1327,"[27, 27]",tested,0
1120,4946,1328,"[147, 156]",the COVID - 19 test of the staff,0
884,3743,1329,"[215, 217]",Spending,0
884,3743,1330,"[242, 242]",It,0
181,665,1331,"[28, 36]",an offering of 50 - year Singapore dollar bonds,1
181,665,1332,"[240, 241]",The offering,0
181,665,1333,"[274, 275]",the deal,0
81,263,1334,"[133, 133]",Belgium,1
81,263,1335,"[155, 157]",Belgium ’ s,0
81,263,1336,"[400, 402]",Belgium ’ s,0
561,2267,1337,"[26, 26]",begin,0
561,2267,1338,"[60, 60]",this,0
1203,5353,1339,"[82, 88]",German coach and trainer Kim Raisner,1
1203,5353,1340,"[110, 111]",Raisner,0
1203,5353,1341,"[121, 121]",her,0
1203,5353,1342,"[180, 189]","Schleu ’ s trainer , Kim Raisner",0
1203,5353,1343,"[198, 199]",Raisner,0
1015,4430,1344,"[29, 29]",China,1
1015,4430,1345,"[75, 77]",China ’ s,0
1015,4430,1346,"[80, 83]",The country ’ s,0
1065,4696,1347,"[366, 372]",the Keyham area of the city,0
1065,4696,1348,"[398, 401]",the Keyham area,1
677,2760,1349,"[5, 14]",some problems with subscriber log - ins,1
677,2760,1350,"[31, 32]",the issues,0
957,4097,1351,"[18, 22]",COVID - 19,1
957,4097,1352,"[290, 294]",COVID - 19,1
957,4097,1353,"[303, 307]",COVID - 19,1
957,4097,1354,"[339, 343]",COVID - 19,1
667,2708,1355,"[80, 87]",The Straits Times Index ( STI ),1
667,2708,1356,"[227, 228]",STI,0
667,2708,1357,"[346, 347]",STI,0
667,2708,1358,"[374, 375]",STI,0
860,3611,1359,"[24, 44]",their accounts of how their loved ones were distressed and traumatised by COVID - 19 testing protocols,0
860,3611,1360,"[127, 132]",Their caregivers ’ posts,0
1106,4894,1361,"[24, 24]",approval,0
1106,4894,1362,"[372, 373]",the approval,0
52,124,1363,"[87, 101]",the Aug 1 race won surprisingly by Alpine ' s Esteban Ocon,1
52,124,1364,"[196, 197]",the race,0
1167,5179,1365,"[2, 4]",Singapore ' s,0
1167,5179,1366,"[55, 55]",Singapore,1
589,2354,1367,"[266, 272]",The investigation into the scandal surrounding him,1
589,2354,1368,"[307, 307]",It,0
1254,5563,1369,"[331, 333]",Sinovac,1
1254,5563,1370,"[352, 353]",the vaccine,0
173,637,1371,"[29, 30]",state TV,0
173,637,1372,"[195, 196]",state TV,0
643,2644,1373,"[25, 25]",China,1
643,2644,1374,"[40, 42]",Beijing ' s,0
643,2644,1375,"[64, 65]",the government,0
643,2644,1376,"[171, 172]",the country,0
643,2644,1377,"[215, 215]",Beijing,0
643,2644,1378,"[218, 218]",its,0
643,2644,1379,"[221, 221]",its,0
643,2644,1380,"[241, 243]",the Chinese government,0
643,2644,1381,"[301, 303]",China ' s,0
643,2644,1382,"[311, 312]",the country,0
643,2644,1383,"[353, 353]",China,1
80,251,1384,"[63, 67]",Ivan Zhdanov,1
80,251,1385,"[188, 191]",Zhdanov,0
80,251,1386,"[277, 280]",Zhdanov,0
80,251,1387,"[285, 288]",Zhdanov,0
80,251,1388,"[293, 293]",him,0
80,251,1389,"[307, 307]",he,0
80,251,1390,"[317, 317]",him,0
80,251,1391,"[322, 325]",Zhdanov,0
1283,5658,1392,"[35, 36]",Manchester City,1
1283,5658,1393,"[46, 47]",Manchester City,1
1283,5658,1394,"[142, 142]",City,0
1283,5658,1395,"[252, 252]",City,0
71,199,1396,"[116, 116]",delivering,0
71,199,1397,"[468, 469]",the birth,0
490,2067,1398,"[12, 14]",a shoe cabinet,1
490,2067,1399,"[28, 28]",that,0
490,2067,1400,"[50, 50]",it,0
136,491,1401,"[218, 225]","Ati Mohamed Yusoff , 50",1
136,491,1402,"[243, 243]",I,0
136,491,1403,"[253, 253]",my,0
136,491,1404,"[258, 258]",my,0
136,491,1405,"[265, 265]",I,0
136,491,1406,"[267, 267]",my,0
136,491,1407,"[272, 272]",I,0
136,491,1408,"[279, 279]",I,0
136,491,1409,"[300, 300]",I,0
136,491,1410,"[325, 325]",I,0
136,491,1411,"[346, 346]",I,0
136,491,1412,"[362, 362]",I,0
136,491,1413,"[371, 371]",I,0
136,491,1414,"[378, 378]",I,0
136,491,1415,"[387, 387]",I,0
136,491,1416,"[393, 393]",I,0
136,491,1417,"[398, 398]",I,0
136,491,1418,"[404, 404]",I,0
136,491,1419,"[408, 408]",I,0
376,1633,1420,"[9, 12]",a libel case,0
376,1633,1421,"[263, 278]","The case , which laid bare the actor ' s battle with drink and drugs ,",1
206,740,1422,"[291, 301]",Straits Times Invest editor Tan Ooi Boon,1
206,740,1423,"[314, 314]",I,0
649,2670,1424,"[24, 34]","five people , including a three - year - old girl",0
649,2670,1425,"[135, 137]",the five victims,0
1326,5862,1426,"[259, 259]",has,0
1326,5862,1427,"[266, 266]",That,0
708,2852,1428,"[44, 68]","the news of the death of popular singer Siti Sarah , who died of Covid - 19 , three days after giving birth",1
708,2852,1429,"[428, 432]",this heartbreaking news,0
1191,5288,1430,"[205, 206]",the hospital,0
1191,5288,1431,"[257, 258]",the hospital,0
1119,4941,1432,"[246, 247]",Level D,1
1119,4941,1433,"[285, 286]",Level D,1
955,4090,1434,"[74, 78]",THE SCIENCE,0
955,4090,1435,"[79, 89]",The ' first - of - its - kind ' technology,0
873,3679,1436,"[220, 233]","recent , escalating terror attacks on innocent civilians and targeted assassinations",1
873,3679,1437,"[243, 243]",this,0
493,2098,1438,"[4, 20]",Ep 4 : Why India and China can not get along 54 : 34 mins,1
493,2098,1439,"[50, 52]",this fourth episode,0
856,3594,1440,"[173, 181]",traditional businesses like Kopitiam in Funan,1
856,3594,1441,"[184, 184]",they,0
915,3930,1442,"[447, 456]",a smaller scheme involving individuals paying for vaccines privately,1
915,3930,1443,"[459, 460]",the latter,0
1298,5726,1444,"[27, 40]",Swimmer Quah Ting Wen and rower Joan Poh,1
1298,5726,1445,"[75, 75]",they,0
1035,4559,1446,"[59, 72]","their new abode in idyllic Horizon Hills , Johor",1
1035,4559,1447,"[231, 232]",The home,0
719,2917,1448,"[38, 40]",The Straits Times,1
719,2917,1449,"[180, 182]",The Straits Times,1
828,3442,1450,"[22, 29]",the extraordinary rise of fatalities among Indonesian doctors,1
828,3442,1451,"[92, 97]",This high rate of fatality,0
828,3442,1452,"[224, 231]",The current high rate of fatalities among doctors,0
88,310,1453,"[105, 107]",its operating fleet,1
88,310,1454,"[227, 228]",the fleet,0
965,4139,1455,"[232, 238]",Alphabet Inc unit Google ' s,0
965,4139,1456,"[272, 272]",Google,1
965,4139,1457,"[303, 303]",Google,1
899,3818,1458,"[74, 87]","then Myanmar Ambassador to the UK , Kyaw Zwar Minn",1
899,3818,1459,"[98, 98]",his,0
642,2636,1460,"[33, 39]",US political scientist Ian Bremmer,1
642,2636,1461,"[57, 60]",Mr Bremmer,0
642,2636,1462,"[82, 85]",Mr Bremmer,0
642,2636,1463,"[122, 125]",Mr Bremmer,0
642,2636,1464,"[210, 213]",Mr Bremmer,0
642,2636,1465,"[268, 271]",Mr Bremmer,0
642,2636,1466,"[350, 353]",Mr Bremmer,0
642,2636,1467,"[427, 430]",Mr Bremmer,0
1181,5221,1468,"[2, 4]",The Red Dot,1
1181,5221,1469,"[11, 13]",The Red Dot,1
604,2453,1470,"[29, 30]",the police,0
604,2453,1471,"[89, 90]",the police,0
604,2453,1472,"[155, 156]",The police,1
604,2453,1473,"[260, 261]",The police,1
604,2453,1474,"[281, 281]",They,0
1200,5341,1475,"[367, 368]",Islamabad,1
1200,5341,1476,"[434, 435]",Islamabad,1
969,4160,1477,"[40, 40]",Friday,1
969,4160,1478,"[275, 275]",Friday,1
524,2214,1479,"[21, 27]",Banjong Pisanthanakun,1
524,2214,1480,"[29, 37]",The 41 - year - old film - maker,0
524,2214,1481,"[89, 90]",Banjong,0
524,2214,1482,"[92, 92]",his,0
524,2214,1483,"[105, 105]",his,0
969,4153,1484,"[92, 92]",I,0
969,4153,1485,"[104, 113]",organiser and former Formula One driver Jan Lammers,1
929,4003,1486,"[17, 21]",COVID - 19,1
929,4003,1487,"[32, 33]",the virus,0
1310,5776,1488,"[43, 44]",One victim,0
1310,5776,1489,"[51, 51]",I,0
1310,5776,1490,"[56, 56]",I,0
1310,5776,1491,"[84, 84]",I,0
1310,5776,1492,"[89, 89]",my,0
615,2524,1493,"[299, 302]",the tenant ' s,0
615,2524,1494,"[317, 319]",his / her,0
615,2524,1495,"[326, 328]",his / her,0
615,2524,1496,"[340, 342]",his / her,0
1040,4585,1497,"[41, 42]",the challenge,1
1040,4585,1498,"[50, 50]",it,0
417,1855,1499,"[338, 343]",Cruise ship crew and hospitality staff,1
417,1855,1500,"[360, 360]",their,0
417,1855,1501,"[364, 364]",their,0
417,1855,1502,"[382, 382]",their,0
172,628,1503,"[187, 197]",Eighty - eight per cent of participants in the survey,1
172,628,1504,"[209, 209]",they,0
172,628,1505,"[218, 218]",they,0
511,2158,1506,"[70, 74]",the private sector ' s,0
511,2158,1507,"[90, 92]",the private sector,1
511,2158,1508,"[182, 184]",the private sector,1
844,3522,1509,"[155, 163]",most of his board at the accountancy group,1
844,3522,1510,"[179, 180]",the board,0
608,2483,1511,"[10, 14]",gastroenteritis symptoms,1
608,2483,1512,"[74, 75]",the symptoms,0
940,4049,1513,"[31, 40]",massive bushfires devastated huge hectares of land in Australia,1
940,4049,1514,"[61, 62]",the disaster,0
727,2965,1515,"[408, 409]",Penelope Lee,1
727,2965,1516,"[414, 415]",Penelope Lee,1
52,128,1517,"[24, 39]",a review of Sebastian Vettel ' s Hungarian Grand Prix disqualification,1
52,128,1518,"[317, 318]",the review,0
1175,5203,1519,"[18, 21]",the Ganga River,1
1175,5203,1520,"[32, 34]",The Ganga,0
1175,5203,1521,"[91, 97]","the Ganga , or Ganges",0
620,2533,1522,"[8, 9]",the nation,0
620,2533,1523,"[198, 198]",Singapore,1
620,2533,1524,"[220, 220]",Singapore,1
813,3395,1525,"[64, 70]",a 16 - year - old student,1
813,3395,1526,"[85, 88]",the perpetrator,0
813,3395,1527,"[106, 106]",he,0
813,3395,1528,"[110, 110]",he,0
982,4227,1529,"[266, 268]",Northland Primary,1
982,4227,1530,"[284, 290]",Northland Primary in Yishun,0
331,1414,1531,"[152, 155]",Prime Minister Scott Morrison,1
331,1414,1532,"[192, 192]",his,0
331,1414,1533,"[207, 207]",Morrison,0
331,1414,1534,"[220, 220]",I,0
331,1414,1535,"[229, 229]",I,0
331,1414,1536,"[236, 236]",I,0
331,1414,1537,"[256, 256]",Morrison,0
331,1414,1538,"[301, 301]",Morrison,0
263,1041,1539,"[7, 13]",A 27 - year - old man,0
263,1041,1540,"[18, 18]",his,0
263,1041,1541,"[69, 70]",the man,0
931,4015,1542,"[2, 4]",The Red Dot,1
931,4015,1543,"[11, 13]",The Red Dot,1
1181,5222,1544,"[5, 9]",2021 / 2022,1
1181,5222,1545,"[14, 18]",2021 / 2022,1
1056,4649,1546,"[13, 24]","just over 500 , 000 COVID - 19 vaccine doses",1
1056,4649,1547,"[35, 36]",the shots,0
628,2562,1548,"[31, 33]",Al - Qaeda,1
628,2562,1549,"[140, 142]",Al - Qaeda,1
628,2562,1550,"[276, 278]",Al - Qaeda,1
628,2562,1551,"[330, 332]",Al - Qaeda,1
735,3029,1552,"[101, 108]",Black Water Sister by Malaysian author Zen Cho,0
735,3029,1553,"[129, 134]",Black Water Sister by Zen Cho,1
1017,4439,1554,"[1, 2]",Ooni,1
1017,4439,1555,"[8, 8]",she,0
1017,4439,1556,"[51, 51]",her,0
1017,4439,1557,"[62, 62]",her,0
1017,4439,1558,"[78, 81]",a dog ’ s,0
1017,4439,1559,"[122, 135]","Ooni , her 12 - year - old mini Schnauzer",0
123,433,1560,"[61, 72]","11 MPs from the country ’ s largest party , Umno",1
123,433,1561,"[75, 75]",their,0
1028,4504,1562,"[10, 13]",South Beach Residences,1
1028,4504,1563,"[50, 51]",the residences,0
1028,4504,1564,"[82, 85]",South Beach Residences,1
1028,4504,1565,"[96, 97]",the development,0
1028,4504,1566,"[105, 105]",it,0
1028,4504,1567,"[119, 122]",South Beach Residences,1
718,2911,1568,"[1, 3]",Green Pulse,1
718,2911,1569,"[435, 437]",Green Pulse,1
893,3780,1570,"[36, 45]",the demands of both motherhood and their work ambitions,0
893,3780,1571,"[47, 48]",Those tensions,0
696,2796,1572,"[227, 232]",one woman in her 50s,0
696,2796,1573,"[230, 230]",her,0
804,3337,1574,"[19, 24]",my two - year - old,0
804,3337,1575,"[27, 27]",him,0
804,3337,1576,"[50, 50]",He,0
804,3337,1577,"[162, 163]",My son,0
804,3337,1578,"[201, 201]",him,0
754,3143,1579,"[13, 22]",Chelsea ' s new striker Romelu Lukaku,1
754,3143,1580,"[61, 63]",The lethal Belgian,0
754,3143,1581,"[89, 89]",he,0
754,3143,1582,"[114, 115]",Romelu,0
754,3143,1583,"[127, 127]",he,0
754,3143,1584,"[151, 151]",He,0
754,3143,1585,"[164, 164]",He,0
754,3143,1586,"[180, 180]",he,0
754,3143,1587,"[192, 192]",He,0
754,3143,1588,"[204, 204]",he,0
754,3143,1589,"[217, 220]",Romelu ' s,0
754,3143,1590,"[227, 227]",He,0
754,3143,1591,"[255, 255]",him,0
848,3556,1592,"[256, 265]",almost every department in the local enterprise she worked at,0
848,3556,1593,"[276, 277]",her department,0
292,1193,1594,"[7, 20]","Latvian Jelena Ostapenko , the 2017 French Open champion ,",1
292,1193,1595,"[22, 22]",her,0
292,1193,1596,"[85, 88]",Ostapenko,0
292,1193,1597,"[97, 97]",her,0
1317,5818,1598,"[285, 286]",Tom Ford,1
1317,5818,1599,"[306, 307]",Tom Ford,1
315,1369,1600,"[37, 40]",My Cosy Corner,1
315,1369,1601,"[73, 76]",My Cosy Corner,1
870,3658,1602,"[259, 262]",a President Hillary Clinton,1
870,3658,1603,"[275, 275]",she,0
970,4172,1604,"[126, 133]",the Ministry of Health ( MOH ),1
970,4172,1605,"[250, 251]",MOH,0
970,4172,1606,"[287, 288]",MOH,0
369,1593,1607,"[14, 17]",Krystal Hu,1
369,1593,1608,"[377, 380]",Krystal Hu,1
299,1247,1609,"[28, 31]",10 - man Metz,0
299,1247,1610,"[144, 144]",Metz,1
299,1247,1611,"[152, 163]","the home side , roared on by a fervent crowd",0
299,1247,1612,"[221, 221]",Metz,1
299,1247,1613,"[241, 241]",Metz,1
170,603,1614,"[16, 20]",London ’ s Tower Bridge,1
170,603,1615,"[37, 43]",the 19th - century landmark ’ s,0
170,603,1616,"[57, 58]",the bridge,0
170,603,1617,"[93, 96]",the bridge ’ s,0
170,603,1618,"[99, 114]","The bridge , which allows boats to pass underneath by raising the road which crosses it",0
170,603,1619,"[114, 114]",it,0
170,603,1620,"[153, 170]","the bridge , one of the most recognisable features of London ’ s skyline",0
170,603,1621,"[176, 177]",The bridge,0
170,603,1622,"[201, 202]",The bridge,0
170,603,1623,"[218, 218]",its,0
170,603,1624,"[240, 241]",the landmark,0
170,603,1625,"[263, 263]",its,0
170,603,1626,"[275, 278]",the bridge ’ s,0
170,603,1627,"[325, 326]",The bridge,0
170,603,1628,"[339, 339]",it,0
396,1734,1629,"[6, 8]",Thailand ' s,1
396,1734,1630,"[41, 44]",the Southeast Asian country,0
396,1734,1631,"[49, 49]",its,0
396,1734,1632,"[115, 116]",The government,0
396,1734,1633,"[142, 145]",the country ' s,0
1044,4588,1634,"[3, 3]",his,0
1044,4588,1635,"[21, 23]",Imran,1
1044,4588,1636,"[30, 30]",him,0
1044,4588,1637,"[34, 34]",his,0
1044,4588,1638,"[49, 53]",Imran ' s,0
945,4059,1639,"[17, 20]",an autonomous baggage tractor,1
945,4059,1640,"[23, 23]",its,0
1122,4962,1641,"[18, 18]",July,1
1122,4962,1642,"[59, 59]",July,1
1122,4962,1643,"[73, 73]",it,0
1262,5586,1644,"[1, 8]",Zhulkarnain Abdul Rahim,1
1262,5586,1645,"[65, 73]",MP Zhulkarnain Abdul Rahim,0
1262,5586,1646,"[87, 87]",He,0
1262,5586,1647,"[123, 123]",He,0
637,2600,1648,"[122, 124]",The cubs,1
637,2600,1649,"[167, 175]",The two cubs aged 1 - 2 months,0
1222,5471,1650,"[104, 104]",is,0
1222,5471,1651,"[124, 124]",That,0
1023,4480,1652,"[323, 325]",a tea shop,1
1023,4480,1653,"[356, 357]",the store,0
990,4273,1654,"[7, 16]",A property officer and a director of a security firm,0
990,4273,1655,"[213, 221]",Koh and Gopalakrishnan,1
1190,5275,1656,"[55, 63]","Tangerang , on the outskirts of Jakarta",0
1190,5275,1657,"[87, 89]",Tangerang,1
1107,4897,1658,"[43, 44]",the economy,0
1107,4897,1659,"[59, 62]",Malaysia ' s economy,1
1107,4897,1660,"[116, 117]",the economy,0
1107,4897,1661,"[215, 216]",the economy,0
948,4066,1662,"[2, 2]",Singapore,1
948,4066,1663,"[9, 9]",its,0
844,3519,1664,"[52, 52]",people,0
844,3519,1665,"[58, 58]",their,0
844,3519,1666,"[64, 64]",they,0
844,3519,1667,"[71, 71]",they,0
1170,5186,1668,"[17, 20]",Hong Kong ' s,1
1170,5186,1669,"[71, 74]",Hong Kong ’ s,0
667,2705,1670,"[177, 177]",China,1
667,2705,1671,"[204, 204]",China,1
667,2705,1672,"[219, 219]",China,1
667,2705,1673,"[417, 417]",China,1
463,1958,1674,"[33, 34]",my parents,1
463,1958,1675,"[47, 47]",they,0
18,49,1676,"[17, 17]",Tuesday,1
18,49,1677,"[360, 360]",Tuesday,1
521,2202,1678,"[63, 65]",the damage sustained,1
521,2202,1679,"[156, 157]",the damage,0
409,1795,1680,"[195, 205]",my favourite food and beverage ( F & B ) neighborhood,1
409,1795,1681,"[286, 288]",the dining district,0
409,1795,1682,"[293, 293]",its,0
1191,5286,1683,"[160, 161]",her husband,0
1191,5286,1684,"[224, 232]",Mr Mujiburrahman Rizal,1
1191,5286,1685,"[237, 237]",his,0
1098,4852,1686,"[23, 26]",coal interests in China,0
1098,4852,1687,"[29, 29]",their,0
1098,4852,1688,"[40, 40]",them,0
183,687,1689,"[33, 33]",sell,0
183,687,1690,"[244, 253]",the stake sales of the Hong Kong - listed units,0
511,2168,1691,"[317, 322]",our vaccination centres,1
511,2168,1692,"[338, 342]",these efficiently run private centres,0
511,2168,1693,"[356, 356]",it,0
1004,4362,1694,"[21, 21]",imposing,0
1004,4362,1695,"[90, 93]",Today ’ s action,0
1223,5475,1696,"[17, 17]",UN,0
1223,5475,1697,"[91, 92]",United Nations,1
1334,5898,1698,"[131, 132]",pregnant women,1
1334,5898,1699,"[142, 142]",they,0
1334,5898,1700,"[150, 150]",their,0
331,1409,1701,"[16, 25]",a lockdown of Sydney now in its seventh week,0
331,1409,1702,"[23, 23]",its,0
1327,5871,1703,"[363, 363]",This,0
1327,5871,1704,"[397, 397]",they,0
1272,5625,1705,"[6, 9]",The Tokyo Paralympic Games,1
1272,5625,1706,"[57, 83]","the Paralympic events , set to begin on Aug 24 , similar to the Olympic Games which ended on Aug 8 and was held mostly without spectators",0
1272,5625,1707,"[92, 92]",Games,0
877,3709,1708,"[445, 445]",Watching,0
877,3709,1709,"[456, 456]",It,0
269,1075,1710,"[244, 244]",police,1
269,1075,1711,"[267, 267]",they,0
172,624,1712,"[18, 31]",a third dose of Pfizer ' s Covid - 19 vaccine,1
172,624,1713,"[134, 147]",a third dose of the Pfizer / BioNTech vaccine,0
172,624,1714,"[166, 169]",the booster shot,0
172,624,1715,"[205, 207]",the third shot,0
172,624,1716,"[334, 336]",the booster,0
172,624,1717,"[356, 360]",the third booster dose,0
81,265,1718,"[78, 79]",the government,0
81,265,1719,"[184, 186]",the Afghan government,1
965,4143,1720,"[24, 24]",approval,0
965,4143,1721,"[372, 373]",the approval,0
473,1988,1722,"[15, 21]",Ministry of Education ( MOE ),1
473,1988,1723,"[73, 74]",the ministry,0
473,1988,1724,"[172, 173]",The ministry,0
473,1988,1725,"[381, 382]",MOE,0
473,1988,1726,"[392, 392]",its,0
236,918,1727,"[49, 51]",the health ministry,1
236,918,1728,"[131, 132]",health ministry,0
73,219,1729,"[255, 256]",the population,0
73,219,1730,"[280, 281]",the population,0
218,810,1731,"[106, 107]",last year,0
218,810,1732,"[348, 349]",last year,0
1274,5636,1733,"[226, 228]",fan tokens,1
1274,5636,1734,"[235, 235]",They,0
221,823,1735,"[21, 24]",a Sri Lankan woman,0
221,823,1736,"[52, 61]",33 - year - old Wishma Sandamali,1
221,823,1737,"[63, 63]",she,0
221,823,1738,"[68, 68]",her,0
221,823,1739,"[72, 74]",Sandamali,0
221,823,1740,"[81, 81]",her,0
